"Plot Title: HRO082506"
"#","Date Time, GMT-04:00","H05 Temp., °C (LGR S/N: 995852)"
1,08/25/06 03:00:00 PM,17.33
2,08/25/06 03:30:00 PM,17.33
3,08/25/06 04:00:00 PM,12.66
4,08/25/06 04:30:00 PM,14.68
5,08/25/06 05:00:00 PM,14.97
6,08/25/06 05:30:00 PM,15.56
7,08/25/06 06:00:00 PM,17.04
8,08/25/06 06:30:00 PM,17.93
9,08/25/06 07:00:00 PM,17.93
10,08/25/06 07:30:00 PM,17.93
11,08/25/06 08:00:00 PM,16.44
12,08/25/06 08:30:00 PM,17.93
13,08/25/06 09:00:00 PM,16.15
14,08/25/06 09:30:00 PM,15.56
15,08/25/06 10:00:00 PM,14.39
16,08/25/06 10:30:00 PM,13.52
17,08/25/06 11:00:00 PM,12.37
18,08/25/06 11:30:00 PM,11.79
19,08/26/06 12:00:00 AM,12.08
20,08/26/06 12:30:00 AM,11.50
21,08/26/06 01:00:00 AM,11.21
22,08/26/06 01:30:00 AM,11.21
23,08/26/06 02:00:00 AM,11.50
24,08/26/06 02:30:00 AM,12.94
25,08/26/06 03:00:00 AM,13.23
26,08/26/06 03:30:00 AM,13.52
27,08/26/06 04:00:00 AM,14.10
28,08/26/06 04:30:00 AM,14.68
29,08/26/06 05:00:00 AM,14.68
30,08/26/06 05:30:00 AM,14.68
31,08/26/06 06:00:00 AM,14.68
32,08/26/06 06:30:00 AM,14.68
33,08/26/06 07:00:00 AM,14.68
34,08/26/06 07:30:00 AM,14.39
35,08/26/06 08:00:00 AM,14.39
36,08/26/06 08:30:00 AM,14.10
37,08/26/06 09:00:00 AM,13.81
38,08/26/06 09:30:00 AM,15.85
39,08/26/06 10:00:00 AM,15.27
40,08/26/06 10:30:00 AM,13.81
41,08/26/06 11:00:00 AM,13.52
42,08/26/06 11:30:00 AM,13.52
43,08/26/06 12:00:00 PM,13.81
44,08/26/06 12:30:00 PM,13.52
45,08/26/06 01:00:00 PM,13.23
46,08/26/06 01:30:00 PM,13.81
47,08/26/06 02:00:00 PM,13.81
48,08/26/06 02:30:00 PM,13.52
49,08/26/06 03:00:00 PM,13.23
50,08/26/06 03:30:00 PM,13.52
51,08/26/06 04:00:00 PM,12.94
52,08/26/06 04:30:00 PM,12.66
53,08/26/06 05:00:00 PM,12.66
54,08/26/06 05:30:00 PM,11.79
55,08/26/06 06:00:00 PM,11.50
56,08/26/06 06:30:00 PM,12.37
57,08/26/06 07:00:00 PM,12.37
58,08/26/06 07:30:00 PM,12.37
59,08/26/06 08:00:00 PM,12.94
60,08/26/06 08:30:00 PM,14.97
61,08/26/06 09:00:00 PM,14.10
62,08/26/06 09:30:00 PM,14.97
63,08/26/06 10:00:00 PM,13.81
64,08/26/06 10:30:00 PM,13.52
65,08/26/06 11:00:00 PM,15.56
66,08/26/06 11:30:00 PM,13.52
67,08/27/06 12:00:00 AM,13.81
68,08/27/06 12:30:00 AM,12.66
69,08/27/06 01:00:00 AM,13.23
70,08/27/06 01:30:00 AM,13.81
71,08/27/06 02:00:00 AM,13.52
72,08/27/06 02:30:00 AM,13.23
73,08/27/06 03:00:00 AM,12.37
74,08/27/06 03:30:00 AM,12.94
75,08/27/06 04:00:00 AM,13.81
76,08/27/06 04:30:00 AM,14.39
77,08/27/06 05:00:00 AM,14.39
78,08/27/06 05:30:00 AM,14.68
79,08/27/06 06:00:00 AM,14.97
80,08/27/06 06:30:00 AM,16.15
81,08/27/06 07:00:00 AM,15.56
82,08/27/06 07:30:00 AM,15.85
83,08/27/06 08:00:00 AM,15.27
84,08/27/06 08:30:00 AM,14.68
85,08/27/06 09:00:00 AM,14.68
86,08/27/06 09:30:00 AM,14.39
87,08/27/06 10:00:00 AM,14.39
88,08/27/06 10:30:00 AM,14.10
89,08/27/06 11:00:00 AM,13.23
90,08/27/06 11:30:00 AM,13.23
91,08/27/06 12:00:00 PM,12.37
92,08/27/06 12:30:00 PM,12.08
93,08/27/06 01:00:00 PM,11.79
94,08/27/06 01:30:00 PM,12.66
95,08/27/06 02:00:00 PM,12.08
96,08/27/06 02:30:00 PM,14.10
97,08/27/06 03:00:00 PM,12.66
98,08/27/06 03:30:00 PM,13.81
99,08/27/06 04:00:00 PM,12.94
100,08/27/06 04:30:00 PM,12.66
101,08/27/06 05:00:00 PM,12.66
102,08/27/06 05:30:00 PM,12.37
103,08/27/06 06:00:00 PM,13.81
104,08/27/06 06:30:00 PM,12.94
105,08/27/06 07:00:00 PM,13.52
106,08/27/06 07:30:00 PM,13.81
107,08/27/06 08:00:00 PM,13.52
108,08/27/06 08:30:00 PM,13.81
109,08/27/06 09:00:00 PM,14.39
110,08/27/06 09:30:00 PM,14.39
111,08/27/06 10:00:00 PM,14.68
112,08/27/06 10:30:00 PM,13.81
