YY,MM,DD,AverageTemp
1996,11,3,10.654166666666667
1996,11,4,10.664583333333333
1996,11,5,10.609583333333333
1996,11,6,10.424375
1996,11,7,10.381874999999999
1996,11,8,10.4725
1996,11,9,10.811041666666666
1996,11,10,10.82
1996,11,11,10.556875
1996,11,12,10.33875
1996,11,13,10.072708333333333
1996,11,14,9.748958333333334
1996,11,15,9.214791666666667
1996,11,16,8.841041666666667
1996,11,17,8.775833333333333
1996,11,18,8.620000000000001
1996,11,19,8.6033333333333335
1996,11,20,8.2404166666666665
1996,11,21,7.931666666666667
1996,11,22,7.6425
1996,11,23,7.5131250000000005
1996,11,24,7.611458333333333
1996,11,25,7.73875
1996,11,26,7.831666666666666
1996,11,27,7.07375
1996,11,28,6.329375
1996,11,29,6.764166666666666
1996,11,30,6.917291666666667
1996,12,1,6.96
1996,12,2,7.0600000000000005
1996,12,3,7.301041666666666
1996,12,4,7.316666666666666
1996,12,5,7.2475
1996,12,6,6.96375
1996,12,7,6.252291666666666
1996,12,8,6.475208333333334
1996,12,9,6.451875
1996,12,10,6.1866666666666665
1996,12,11,6.23125
1996,12,12,6.29
1996,12,13,6.363958333333334
1996,12,14,6.645208333333333
1996,12,15,6.637291666666666
1996,12,16,6.64
1996,12,17,6.6431249999999995
1996,12,18,6.79
1996,12,19,6.79
1996,12,20,6.932708333333333
1996,12,21,6.955625
1996,12,22,7.070625
1996,12,23,6.970000000000001
1996,12,24,6.983333333333333
1996,12,25,6.738125
1996,12,26,6.653333333333333
1996,12,27,6.712083333333333
1996,12,28,6.8029166666666665
1996,12,29,6.650416666666667
1996,12,30,6.7335416666666665
1996,12,31,5.891875
1997,1,1,5.125
1997,1,2,5.251875
1997,1,3,5.524375
1997,1,4,5.504166666666666
1997,1,5,5.616666666666667
1997,1,6,5.650625
1997,1,7,5.461458333333333
1997,1,8,5.15125
1997,1,9,4.976458333333333
1997,1,10,5.169791666666667
1997,1,11,4.796666666666667
1997,1,12,4.504791666666667
1997,1,13,4.520416666666667
1997,1,14,4.198958333333334
1997,1,15,4.3097916666666665
1997,1,16,4.230208333333334
1997,1,17,3.6725
1997,1,18,3.312291666666667
1997,1,19,2.5577083333333333
1997,1,20,2.4629166666666666
1997,1,21,2.750625
1997,1,22,2.8845833333333335
1997,1,23,3.7279166666666668
1997,1,24,2.9885416666666664
1997,1,25,3.279583333333333
1997,1,26,3.2685416666666667
1997,1,27,2.7475
1997,1,28,2.9429166666666666
1997,1,29,3.064583333333333
1997,1,30,2.3310416666666667
1997,1,31,2.08875
1997,2,1,2.486041666666667
1997,2,2,2.7
1997,2,3,2.8810416666666665
1997,2,4,2.6131249999999997
1997,2,5,2.7108333333333334
1997,2,6,2.8202083333333334
1997,2,7,2.82125
1997,2,8,2.513333333333333
1997,2,9,2.021875
1997,2,10,2.4566666666666666
1997,2,11,2.357083333333333
1997,2,12,2.4079166666666665
1997,2,13,2.4164583333333334
1997,2,14,2.4766666666666666
1997,2,15,2.648125
1997,2,16,2.619375
1997,2,17,2.1702083333333335
1997,2,18,2.31
1997,2,19,2.701458333333333
1997,2,20,2.935625
1997,2,21,3.2308333333333334
1997,2,22,3.5933333333333333
1997,2,23,3.584375
1997,2,24,3.5752083333333333
1997,2,25,3.1522916666666667
1997,2,26,3.063125
1997,2,27,3.56125
1997,2,28,3.716666666666667
1997,3,1,3.7666666666666666
1997,3,2,3.723333333333333
1997,3,3,3.77
1997,3,4,3.6366666666666667
1997,3,5,3.74
1997,3,6,3.76
1997,3,7,3.5102083333333334
1997,3,8,3.3833333333333333
1997,3,9,2.9714583333333335
1997,3,10,3.2379166666666666
1997,3,11,3.44
1997,3,12,3.1510416666666665
1997,3,13,2.636458333333333
1997,3,14,2.7739583333333333
1997,3,15,3.0560416666666668
1997,3,16,2.9504166666666665
1997,3,17,2.87375
1997,3,18,3.1747916666666667
1997,3,19,3.157916666666667
1997,3,20,3.216666666666667
1997,3,21,3.3395833333333336
1997,3,22,3.508125
1997,3,23,3.2372916666666667
1997,3,24,3.0554166666666664
1997,3,25,3.2360416666666665
1997,3,26,3.486875
1997,3,27,3.4772916666666664
1997,3,28,3.613958333333333
1997,3,29,3.8764583333333333
1997,3,30,4.4731250000000005
1997,3,31,4.949375
1997,4,1,3.6952083333333334
1997,4,2,3.656875
1997,4,3,3.9358333333333335
1997,4,4,4.313958333333334
1997,4,5,4.443958333333333
1997,4,6,4.366041666666667
1997,4,7,4.523541666666667
1997,4,8,4.658541666666667
1997,4,9,4.335833333333333
1997,4,10,3.9727083333333333
1997,4,11,4.031041666666667
1997,4,12,4.280208333333333
1997,4,13,4.527708333333333
1997,4,14,5.018125
1997,4,15,4.867083333333333
1997,4,16,4.7091666666666665
1997,4,17,4.878125
1997,4,18,5.478958333333333
1997,4,19,5.888125
1997,4,20,5.663333333333333
1997,4,21,5.832083333333333
1997,4,22,6.331041666666667
1997,4,23,6.859375
1997,4,24,7.693125
1997,4,25,6.723333333333334
1997,4,26,7.137291666666666
1997,4,27,7.2352083333333335
1997,4,28,7.223125
1997,4,29,7.280208333333333
1997,4,30,6.436875
1997,5,1,5.692291666666667
1997,5,2,5.644166666666667
1997,5,3,5.647083333333333
1997,5,4,6.295416666666666
1997,5,5,6.538333333333333
1997,5,6,5.848125
1997,5,7,5.689166666666667
1997,5,8,5.495625
1997,5,9,5.484791666666666
1997,5,10,6.2977083333333335
1997,5,11,6.359166666666667
1997,9,5,15.54875
1997,9,6,14.541041666666667
1997,9,7,14.522708333333334
1997,9,8,16.346666666666668
1997,9,9,17.17
1997,9,10,17.39
1997,9,11,17.43
1997,9,12,17.193333333333335
1997,9,13,16.681041666666665
1997,9,14,16.808333333333334
1997,9,15,16.38104166666667
1997,9,16,16.114166666666666
1997,9,17,17.181666666666665
1997,9,18,16.905833333333334
1997,9,19,15.309583333333332
1997,9,20,13.332708333333333
1997,9,21,12.939791666666666
1997,9,22,12.892291666666667
1997,9,23,12.776875
1997,9,24,12.88875
1997,9,25,11.983958333333334
1997,9,26,12.684375
1997,9,27,13.03125
1997,9,28,13.153958333333334
1997,9,29,13.49375
1997,9,30,10.010625000000001
1997,10,1,10.196875
1997,10,2,9.762291666666666
1997,10,3,9.424583333333333
1997,10,4,9.988958333333333
1997,10,5,10.997708333333334
1997,10,6,11.127291666666666
1997,10,7,11.356041666666666
1997,10,8,11.480208333333334
1997,10,9,11.962083333333332
1997,10,10,12.091666666666667
1997,10,11,11.895833333333334
1997,10,12,11.743333333333334
1997,10,13,11.895416666666668
1997,10,14,12.085208333333334
1997,10,15,12.426041666666666
1997,10,16,12.852708333333334
1997,10,17,12.841666666666667
1997,10,18,12.748541666666666
1997,10,19,12.845625
1997,10,20,12.734375
1997,10,21,12.605
1997,10,22,12.403333333333334
1997,10,23,12.242708333333333
1997,10,24,11.691458333333333
1997,10,25,11.455
1997,10,26,11.208541666666667
1997,10,27,11.226875
1997,10,28,11.067499999999999
1997,10,29,10.786875
1997,10,30,10.829166666666667
1997,10,31,10.879375000000001
1997,11,1,10.88
1997,11,2,10.955
1997,11,3,10.99875
1997,11,4,11.03
1997,11,5,10.848958333333334
1997,11,6,10.689583333333333
1997,11,7,10.569583333333334
1997,11,8,10.406875
1997,11,9,10.294375
1997,11,10,10.388333333333334
1997,11,11,10.2625
1997,11,12,9.858541666666667
1997,11,13,9.749166666666667
1997,11,14,8.998750000000001
1997,11,15,8.576458333333333
1997,11,16,8.526666666666667
1997,11,17,8.154375
1997,11,18,8.645416666666668
1997,11,19,8.450000000000001
1997,11,20,8.155416666666667
1997,11,21,8.243541666666667
1997,11,22,8.258333333333333
1997,11,23,7.7247916666666665
1997,11,24,7.671875
1997,11,25,7.229375
1997,11,26,7.119375
1997,11,27,7.081041666666667
1997,11,28,7.358333333333333
1997,11,29,7.445625
1997,11,30,7.238125
1997,12,1,7.0372916666666665
1997,12,2,6.102083333333334
1997,12,3,6.83625
1997,12,4,7.2006250000000005
1997,12,5,7.150833333333333
1997,12,6,7.008
1997,12,7,6.836666666666666
1997,12,8,6.823333333333333
1997,12,9,6.6275
1997,12,10,6.589166666666667
1997,12,11,6.0725
1997,12,12,6.096666666666667
1997,12,13,6.0725
1997,12,14,5.878333333333334
1997,12,15,5.541666666666667
1997,12,16,5.645833333333333
1997,12,17,5.6975
1997,12,18,5.748333333333333
1997,12,19,5.66
1997,12,20,5.839166666666666
1997,12,21,5.3966666666666665
1997,12,22,5.0475
1997,12,23,4.878333333333334
1997,12,24,4.4225
1997,12,25,4.63
1997,12,26,4.8675
1997,12,27,4.696666666666666
1997,12,28,4.214166666666667
1997,12,29,4.055
1997,12,30,4.551666666666667
1997,12,31,4.383333333333334
1998,1,1,3.5641666666666665
1998,1,2,3.6533333333333333
1998,1,3,4.5025
1998,1,4,5.254166666666666
1998,1,5,5.2275
1998,1,6,5.2775
1998,1,7,5.125
1998,1,8,4.905833333333334
1998,1,9,4.71
1998,1,10,4.735833333333334
1998,1,11,4.855
1998,1,12,4.3575
1998,1,13,4.2525
1998,1,14,4.068333333333333
1998,1,15,4.069166666666667
1998,1,16,3.7841666666666667
1998,1,17,3.68
1998,1,18,3.4325
1998,1,19,3.328333333333333
1998,1,20,3.42
1998,1,21,3.4858333333333333
1998,1,22,3.4975
1998,1,23,3.5925000000000002
1998,1,24,3.473333333333333
1998,1,25,3.433333333333333
1998,1,26,3.4066666666666667
1998,1,27,2.9291666666666667
1998,1,28,2.8633333333333333
1998,1,29,3.0625
1998,1,30,3.4066666666666667
1998,1,31,3.42
1998,2,1,3.223333333333333
1998,2,2,3.34
1998,2,3,3.4991666666666665
1998,2,4,3.63
1998,2,5,3.3266666666666667
1998,2,6,3.248333333333333
1998,2,7,3.1599999999999997
1998,2,8,2.945
1998,2,9,2.8783333333333334
1998,2,10,3.0108333333333333
1998,2,11,3.078333333333333
1998,2,12,3.3266666666666667
1998,2,13,3.5375
1998,2,14,3.0108333333333333
1998,2,15,2.5875
1998,2,16,2.8766666666666665
1998,2,17,2.9183333333333334
1998,2,18,2.9966666666666666
1998,2,19,3.11
1998,2,20,3.158333333333333
1998,2,21,3.315
1998,2,22,3.433333333333333
1998,2,23,3.34
1998,2,24,3.473333333333333
1998,2,25,3.5925000000000002
1998,2,26,3.589166666666667
1998,2,27,3.5791666666666666
1998,2,28,3.565
1998,3,1,3.8608333333333333
