Date,HRI,HRO,YY,MM,DD
1978-01-01,NA,NA,1978,1,1
1978-01-02,NA,NA,1978,1,2
1978-01-03,NA,NA,1978,1,3
1978-01-04,NA,NA,1978,1,4
1978-01-05,NA,NA,1978,1,5
1978-01-06,NA,NA,1978,1,6
1978-01-07,NA,NA,1978,1,7
1978-01-08,NA,NA,1978,1,8
1978-01-09,NA,NA,1978,1,9
1978-01-10,NA,NA,1978,1,10
1978-01-11,NA,NA,1978,1,11
1978-01-12,NA,NA,1978,1,12
1978-01-13,NA,NA,1978,1,13
1978-01-14,NA,NA,1978,1,14
1978-01-15,NA,NA,1978,1,15
1978-01-16,NA,NA,1978,1,16
1978-01-17,NA,NA,1978,1,17
1978-01-18,NA,NA,1978,1,18
1978-01-19,NA,NA,1978,1,19
1978-01-20,NA,NA,1978,1,20
1978-01-21,NA,NA,1978,1,21
1978-01-22,NA,NA,1978,1,22
1978-01-23,NA,NA,1978,1,23
1978-01-24,NA,NA,1978,1,24
1978-01-25,NA,NA,1978,1,25
1978-01-26,NA,NA,1978,1,26
1978-01-27,NA,NA,1978,1,27
1978-01-28,NA,NA,1978,1,28
1978-01-29,NA,NA,1978,1,29
1978-01-30,NA,NA,1978,1,30
1978-01-31,NA,NA,1978,1,31
1978-02-01,NA,NA,1978,2,1
1978-02-02,NA,NA,1978,2,2
1978-02-03,NA,NA,1978,2,3
1978-02-04,NA,NA,1978,2,4
1978-02-05,NA,NA,1978,2,5
1978-02-06,NA,NA,1978,2,6
1978-02-07,NA,NA,1978,2,7
1978-02-08,NA,NA,1978,2,8
1978-02-09,NA,NA,1978,2,9
1978-02-10,NA,NA,1978,2,10
1978-02-11,NA,NA,1978,2,11
1978-02-12,NA,NA,1978,2,12
1978-02-13,NA,NA,1978,2,13
1978-02-14,NA,NA,1978,2,14
1978-02-15,NA,NA,1978,2,15
1978-02-16,NA,NA,1978,2,16
1978-02-17,NA,NA,1978,2,17
1978-02-18,NA,NA,1978,2,18
1978-02-19,NA,NA,1978,2,19
1978-02-20,NA,NA,1978,2,20
1978-02-21,NA,NA,1978,2,21
1978-02-22,NA,NA,1978,2,22
1978-02-23,NA,NA,1978,2,23
1978-02-24,NA,NA,1978,2,24
1978-02-25,NA,NA,1978,2,25
1978-02-26,NA,NA,1978,2,26
1978-02-27,NA,NA,1978,2,27
1978-02-28,NA,NA,1978,2,28
1978-03-01,NA,NA,1978,3,1
1978-03-02,NA,NA,1978,3,2
1978-03-03,NA,NA,1978,3,3
1978-03-04,NA,NA,1978,3,4
1978-03-05,NA,NA,1978,3,5
1978-03-06,NA,NA,1978,3,6
1978-03-07,NA,NA,1978,3,7
1978-03-08,NA,NA,1978,3,8
1978-03-09,NA,NA,1978,3,9
1978-03-10,NA,NA,1978,3,10
1978-03-11,NA,NA,1978,3,11
1978-03-12,NA,NA,1978,3,12
1978-03-13,NA,NA,1978,3,13
1978-03-14,NA,NA,1978,3,14
1978-03-15,NA,NA,1978,3,15
1978-03-16,NA,NA,1978,3,16
1978-03-17,NA,NA,1978,3,17
1978-03-18,NA,NA,1978,3,18
1978-03-19,NA,NA,1978,3,19
1978-03-20,NA,NA,1978,3,20
1978-03-21,NA,NA,1978,3,21
1978-03-22,NA,NA,1978,3,22
1978-03-23,NA,NA,1978,3,23
1978-03-24,NA,NA,1978,3,24
1978-03-25,NA,NA,1978,3,25
1978-03-26,NA,NA,1978,3,26
1978-03-27,NA,NA,1978,3,27
1978-03-28,NA,NA,1978,3,28
1978-03-29,NA,NA,1978,3,29
1978-03-30,NA,NA,1978,3,30
1978-03-31,NA,NA,1978,3,31
1978-04-01,NA,NA,1978,4,1
1978-04-02,NA,NA,1978,4,2
1978-04-03,NA,NA,1978,4,3
1978-04-04,NA,NA,1978,4,4
1978-04-05,NA,NA,1978,4,5
1978-04-06,NA,NA,1978,4,6
1978-04-07,NA,NA,1978,4,7
1978-04-08,NA,NA,1978,4,8
1978-04-09,NA,NA,1978,4,9
1978-04-10,NA,NA,1978,4,10
1978-04-11,NA,NA,1978,4,11
1978-04-12,NA,NA,1978,4,12
1978-04-13,NA,NA,1978,4,13
1978-04-14,NA,NA,1978,4,14
1978-04-15,NA,NA,1978,4,15
1978-04-16,NA,NA,1978,4,16
1978-04-17,NA,NA,1978,4,17
1978-04-18,NA,NA,1978,4,18
1978-04-19,NA,NA,1978,4,19
1978-04-20,NA,NA,1978,4,20
1978-04-21,NA,NA,1978,4,21
1978-04-22,NA,NA,1978,4,22
1978-04-23,NA,NA,1978,4,23
1978-04-24,NA,NA,1978,4,24
1978-04-25,NA,NA,1978,4,25
1978-04-26,NA,NA,1978,4,26
1978-04-27,NA,NA,1978,4,27
1978-04-28,NA,NA,1978,4,28
1978-04-29,NA,NA,1978,4,29
1978-04-30,NA,NA,1978,4,30
1978-05-01,NA,NA,1978,5,1
1978-05-02,NA,NA,1978,5,2
1978-05-03,NA,NA,1978,5,3
1978-05-04,NA,NA,1978,5,4
1978-05-05,NA,NA,1978,5,5
1978-05-06,NA,NA,1978,5,6
1978-05-07,NA,NA,1978,5,7
1978-05-08,NA,NA,1978,5,8
1978-05-09,NA,NA,1978,5,9
1978-05-10,NA,NA,1978,5,10
1978-05-11,NA,NA,1978,5,11
1978-05-12,NA,NA,1978,5,12
1978-05-13,NA,NA,1978,5,13
1978-05-14,NA,NA,1978,5,14
1978-05-15,NA,NA,1978,5,15
1978-05-16,NA,NA,1978,5,16
1978-05-17,NA,NA,1978,5,17
1978-05-18,NA,NA,1978,5,18
1978-05-19,NA,NA,1978,5,19
1978-05-20,NA,NA,1978,5,20
1978-05-21,NA,NA,1978,5,21
1978-05-22,NA,NA,1978,5,22
1978-05-23,NA,NA,1978,5,23
1978-05-24,NA,NA,1978,5,24
1978-05-25,NA,NA,1978,5,25
1978-05-26,NA,NA,1978,5,26
1978-05-27,NA,NA,1978,5,27
1978-05-28,NA,NA,1978,5,28
1978-05-29,NA,NA,1978,5,29
1978-05-30,NA,NA,1978,5,30
1978-05-31,NA,NA,1978,5,31
1978-06-01,NA,NA,1978,6,1
1978-06-02,NA,NA,1978,6,2
1978-06-03,NA,NA,1978,6,3
1978-06-04,NA,NA,1978,6,4
1978-06-05,NA,NA,1978,6,5
1978-06-06,NA,NA,1978,6,6
1978-06-07,NA,NA,1978,6,7
1978-06-08,NA,NA,1978,6,8
1978-06-09,NA,NA,1978,6,9
1978-06-10,NA,NA,1978,6,10
1978-06-11,NA,NA,1978,6,11
1978-06-12,NA,NA,1978,6,12
1978-06-13,NA,NA,1978,6,13
1978-06-14,NA,NA,1978,6,14
1978-06-15,NA,NA,1978,6,15
1978-06-16,NA,NA,1978,6,16
1978-06-17,NA,NA,1978,6,17
1978-06-18,NA,NA,1978,6,18
1978-06-19,NA,NA,1978,6,19
1978-06-20,NA,NA,1978,6,20
1978-06-21,NA,NA,1978,6,21
1978-06-22,NA,NA,1978,6,22
1978-06-23,NA,NA,1978,6,23
1978-06-24,NA,NA,1978,6,24
1978-06-25,NA,NA,1978,6,25
1978-06-26,NA,NA,1978,6,26
1978-06-27,NA,NA,1978,6,27
1978-06-28,NA,NA,1978,6,28
1978-06-29,NA,NA,1978,6,29
1978-06-30,NA,NA,1978,6,30
1978-07-01,NA,NA,1978,7,1
1978-07-02,NA,NA,1978,7,2
1978-07-03,NA,NA,1978,7,3
1978-07-04,NA,NA,1978,7,4
1978-07-05,NA,NA,1978,7,5
1978-07-06,NA,NA,1978,7,6
1978-07-07,NA,NA,1978,7,7
1978-07-08,NA,NA,1978,7,8
1978-07-09,NA,NA,1978,7,9
1978-07-10,NA,NA,1978,7,10
1978-07-11,NA,NA,1978,7,11
1978-07-12,NA,NA,1978,7,12
1978-07-13,NA,NA,1978,7,13
1978-07-14,NA,NA,1978,7,14
1978-07-15,NA,NA,1978,7,15
1978-07-16,NA,NA,1978,7,16
1978-07-17,NA,NA,1978,7,17
1978-07-18,NA,NA,1978,7,18
1978-07-19,NA,NA,1978,7,19
1978-07-20,NA,NA,1978,7,20
1978-07-21,NA,NA,1978,7,21
1978-07-22,NA,NA,1978,7,22
1978-07-23,NA,NA,1978,7,23
1978-07-24,NA,NA,1978,7,24
1978-07-25,NA,NA,1978,7,25
1978-07-26,NA,NA,1978,7,26
1978-07-27,NA,NA,1978,7,27
1978-07-28,NA,NA,1978,7,28
1978-07-29,NA,NA,1978,7,29
1978-07-30,NA,NA,1978,7,30
1978-07-31,NA,NA,1978,7,31
1978-08-01,NA,NA,1978,8,1
1978-08-02,NA,NA,1978,8,2
1978-08-03,NA,NA,1978,8,3
1978-08-04,NA,NA,1978,8,4
1978-08-05,NA,NA,1978,8,5
1978-08-06,NA,NA,1978,8,6
1978-08-07,NA,NA,1978,8,7
1978-08-08,NA,NA,1978,8,8
1978-08-09,NA,NA,1978,8,9
1978-08-10,NA,NA,1978,8,10
1978-08-11,NA,NA,1978,8,11
1978-08-12,NA,NA,1978,8,12
1978-08-13,NA,NA,1978,8,13
1978-08-14,NA,NA,1978,8,14
1978-08-15,NA,NA,1978,8,15
1978-08-16,NA,NA,1978,8,16
1978-08-17,NA,NA,1978,8,17
1978-08-18,NA,NA,1978,8,18
1978-08-19,NA,NA,1978,8,19
1978-08-20,NA,NA,1978,8,20
1978-08-21,NA,NA,1978,8,21
1978-08-22,NA,NA,1978,8,22
1978-08-23,NA,NA,1978,8,23
1978-08-24,NA,NA,1978,8,24
1978-08-25,NA,NA,1978,8,25
1978-08-26,NA,NA,1978,8,26
1978-08-27,NA,NA,1978,8,27
1978-08-28,NA,NA,1978,8,28
1978-08-29,NA,NA,1978,8,29
1978-08-30,NA,NA,1978,8,30
1978-08-31,NA,NA,1978,8,31
1978-09-01,NA,NA,1978,9,1
1978-09-02,NA,NA,1978,9,2
1978-09-03,NA,NA,1978,9,3
1978-09-04,NA,NA,1978,9,4
1978-09-05,NA,NA,1978,9,5
1978-09-06,NA,NA,1978,9,6
1978-09-07,NA,NA,1978,9,7
1978-09-08,NA,NA,1978,9,8
1978-09-09,NA,NA,1978,9,9
1978-09-10,NA,NA,1978,9,10
1978-09-11,NA,NA,1978,9,11
1978-09-12,NA,NA,1978,9,12
1978-09-13,NA,NA,1978,9,13
1978-09-14,NA,NA,1978,9,14
1978-09-15,NA,NA,1978,9,15
1978-09-16,NA,NA,1978,9,16
1978-09-17,NA,NA,1978,9,17
1978-09-18,NA,NA,1978,9,18
1978-09-19,NA,NA,1978,9,19
1978-09-20,NA,NA,1978,9,20
1978-09-21,NA,NA,1978,9,21
1978-09-22,NA,NA,1978,9,22
1978-09-23,NA,NA,1978,9,23
1978-09-24,NA,NA,1978,9,24
1978-09-25,NA,NA,1978,9,25
1978-09-26,NA,NA,1978,9,26
1978-09-27,NA,NA,1978,9,27
1978-09-28,NA,NA,1978,9,28
1978-09-29,NA,NA,1978,9,29
1978-09-30,NA,NA,1978,9,30
1978-10-01,NA,NA,1978,10,1
1978-10-02,NA,NA,1978,10,2
1978-10-03,NA,NA,1978,10,3
1978-10-04,NA,NA,1978,10,4
1978-10-05,NA,NA,1978,10,5
1978-10-06,NA,NA,1978,10,6
1978-10-07,NA,NA,1978,10,7
1978-10-08,NA,NA,1978,10,8
1978-10-09,NA,NA,1978,10,9
1978-10-10,NA,NA,1978,10,10
1978-10-11,NA,NA,1978,10,11
1978-10-12,NA,NA,1978,10,12
1978-10-13,NA,NA,1978,10,13
1978-10-14,NA,NA,1978,10,14
1978-10-15,NA,NA,1978,10,15
1978-10-16,NA,NA,1978,10,16
1978-10-17,NA,NA,1978,10,17
1978-10-18,NA,NA,1978,10,18
1978-10-19,NA,NA,1978,10,19
1978-10-20,NA,NA,1978,10,20
1978-10-21,NA,NA,1978,10,21
1978-10-22,NA,NA,1978,10,22
1978-10-23,NA,NA,1978,10,23
1978-10-24,NA,NA,1978,10,24
1978-10-25,NA,NA,1978,10,25
1978-10-26,NA,NA,1978,10,26
1978-10-27,NA,NA,1978,10,27
1978-10-28,NA,NA,1978,10,28
1978-10-29,NA,NA,1978,10,29
1978-10-30,NA,NA,1978,10,30
1978-10-31,NA,NA,1978,10,31
1978-11-01,NA,NA,1978,11,1
1978-11-02,NA,NA,1978,11,2
1978-11-03,NA,NA,1978,11,3
1978-11-04,NA,NA,1978,11,4
1978-11-05,NA,NA,1978,11,5
1978-11-06,NA,NA,1978,11,6
1978-11-07,NA,NA,1978,11,7
1978-11-08,NA,NA,1978,11,8
1978-11-09,NA,NA,1978,11,9
1978-11-10,NA,NA,1978,11,10
1978-11-11,NA,NA,1978,11,11
1978-11-12,NA,NA,1978,11,12
1978-11-13,NA,NA,1978,11,13
1978-11-14,NA,NA,1978,11,14
1978-11-15,NA,NA,1978,11,15
1978-11-16,NA,NA,1978,11,16
1978-11-17,NA,NA,1978,11,17
1978-11-18,NA,NA,1978,11,18
1978-11-19,NA,NA,1978,11,19
1978-11-20,NA,NA,1978,11,20
1978-11-21,NA,NA,1978,11,21
1978-11-22,NA,NA,1978,11,22
1978-11-23,NA,NA,1978,11,23
1978-11-24,NA,NA,1978,11,24
1978-11-25,NA,NA,1978,11,25
1978-11-26,NA,NA,1978,11,26
1978-11-27,NA,NA,1978,11,27
1978-11-28,NA,NA,1978,11,28
1978-11-29,NA,NA,1978,11,29
1978-11-30,NA,NA,1978,11,30
1978-12-01,NA,NA,1978,12,1
1978-12-02,NA,NA,1978,12,2
1978-12-03,NA,NA,1978,12,3
1978-12-04,NA,NA,1978,12,4
1978-12-05,NA,NA,1978,12,5
1978-12-06,NA,NA,1978,12,6
1978-12-07,NA,NA,1978,12,7
1978-12-08,NA,NA,1978,12,8
1978-12-09,NA,NA,1978,12,9
1978-12-10,NA,NA,1978,12,10
1978-12-11,NA,NA,1978,12,11
1978-12-12,NA,NA,1978,12,12
1978-12-13,NA,NA,1978,12,13
1978-12-14,NA,NA,1978,12,14
1978-12-15,NA,NA,1978,12,15
1978-12-16,NA,NA,1978,12,16
1978-12-17,NA,NA,1978,12,17
1978-12-18,NA,NA,1978,12,18
1978-12-19,NA,NA,1978,12,19
1978-12-20,NA,NA,1978,12,20
1978-12-21,NA,NA,1978,12,21
1978-12-22,NA,NA,1978,12,22
1978-12-23,NA,NA,1978,12,23
1978-12-24,NA,NA,1978,12,24
1978-12-25,NA,NA,1978,12,25
1978-12-26,NA,NA,1978,12,26
1978-12-27,NA,NA,1978,12,27
1978-12-28,NA,NA,1978,12,28
1978-12-29,NA,NA,1978,12,29
1978-12-30,NA,NA,1978,12,30
1978-12-31,NA,NA,1978,12,31
1979-01-01,NA,NA,1979,1,1
1979-01-02,NA,NA,1979,1,2
1979-01-03,NA,NA,1979,1,3
1979-01-04,NA,NA,1979,1,4
1979-01-05,NA,NA,1979,1,5
1979-01-06,NA,NA,1979,1,6
1979-01-07,NA,NA,1979,1,7
1979-01-08,NA,NA,1979,1,8
1979-01-09,NA,NA,1979,1,9
1979-01-10,NA,NA,1979,1,10
1979-01-11,NA,NA,1979,1,11
1979-01-12,NA,NA,1979,1,12
1979-01-13,NA,NA,1979,1,13
1979-01-14,NA,NA,1979,1,14
1979-01-15,NA,NA,1979,1,15
1979-01-16,NA,NA,1979,1,16
1979-01-17,NA,NA,1979,1,17
1979-01-18,NA,NA,1979,1,18
1979-01-19,NA,NA,1979,1,19
1979-01-20,NA,NA,1979,1,20
1979-01-21,NA,NA,1979,1,21
1979-01-22,NA,NA,1979,1,22
1979-01-23,NA,NA,1979,1,23
1979-01-24,NA,NA,1979,1,24
1979-01-25,NA,NA,1979,1,25
1979-01-26,NA,NA,1979,1,26
1979-01-27,NA,NA,1979,1,27
1979-01-28,NA,NA,1979,1,28
1979-01-29,NA,NA,1979,1,29
1979-01-30,NA,NA,1979,1,30
1979-01-31,NA,NA,1979,1,31
1979-02-01,NA,NA,1979,2,1
1979-02-02,NA,NA,1979,2,2
1979-02-03,NA,NA,1979,2,3
1979-02-04,NA,NA,1979,2,4
1979-02-05,NA,NA,1979,2,5
1979-02-06,NA,NA,1979,2,6
1979-02-07,NA,NA,1979,2,7
1979-02-08,NA,NA,1979,2,8
1979-02-09,NA,NA,1979,2,9
1979-02-10,NA,NA,1979,2,10
1979-02-11,NA,NA,1979,2,11
1979-02-12,NA,NA,1979,2,12
1979-02-13,NA,NA,1979,2,13
1979-02-14,NA,NA,1979,2,14
1979-02-15,NA,NA,1979,2,15
1979-02-16,NA,NA,1979,2,16
1979-02-17,NA,NA,1979,2,17
1979-02-18,NA,NA,1979,2,18
1979-02-19,NA,NA,1979,2,19
1979-02-20,NA,NA,1979,2,20
1979-02-21,NA,NA,1979,2,21
1979-02-22,NA,NA,1979,2,22
1979-02-23,NA,NA,1979,2,23
1979-02-24,NA,NA,1979,2,24
1979-02-25,NA,NA,1979,2,25
1979-02-26,NA,NA,1979,2,26
1979-02-27,NA,NA,1979,2,27
1979-02-28,NA,NA,1979,2,28
1979-03-01,NA,NA,1979,3,1
1979-03-02,NA,NA,1979,3,2
1979-03-03,NA,NA,1979,3,3
1979-03-04,NA,NA,1979,3,4
1979-03-05,NA,NA,1979,3,5
1979-03-06,NA,NA,1979,3,6
1979-03-07,NA,NA,1979,3,7
1979-03-08,NA,NA,1979,3,8
1979-03-09,NA,NA,1979,3,9
1979-03-10,NA,NA,1979,3,10
1979-03-11,NA,NA,1979,3,11
1979-03-12,NA,NA,1979,3,12
1979-03-13,NA,NA,1979,3,13
1979-03-14,NA,NA,1979,3,14
1979-03-15,NA,NA,1979,3,15
1979-03-16,NA,NA,1979,3,16
1979-03-17,NA,NA,1979,3,17
1979-03-18,NA,NA,1979,3,18
1979-03-19,NA,NA,1979,3,19
1979-03-20,NA,NA,1979,3,20
1979-03-21,NA,NA,1979,3,21
1979-03-22,NA,NA,1979,3,22
1979-03-23,NA,NA,1979,3,23
1979-03-24,NA,NA,1979,3,24
1979-03-25,NA,NA,1979,3,25
1979-03-26,NA,NA,1979,3,26
1979-03-27,NA,NA,1979,3,27
1979-03-28,NA,NA,1979,3,28
1979-03-29,NA,NA,1979,3,29
1979-03-30,NA,NA,1979,3,30
1979-03-31,NA,NA,1979,3,31
1979-04-01,NA,NA,1979,4,1
1979-04-02,NA,NA,1979,4,2
1979-04-03,NA,NA,1979,4,3
1979-04-04,NA,NA,1979,4,4
1979-04-05,NA,NA,1979,4,5
1979-04-06,NA,NA,1979,4,6
1979-04-07,NA,NA,1979,4,7
1979-04-08,NA,NA,1979,4,8
1979-04-09,NA,NA,1979,4,9
1979-04-10,NA,NA,1979,4,10
1979-04-11,NA,NA,1979,4,11
1979-04-12,NA,NA,1979,4,12
1979-04-13,NA,NA,1979,4,13
1979-04-14,NA,NA,1979,4,14
1979-04-15,NA,NA,1979,4,15
1979-04-16,NA,NA,1979,4,16
1979-04-17,NA,NA,1979,4,17
1979-04-18,NA,NA,1979,4,18
1979-04-19,NA,NA,1979,4,19
1979-04-20,NA,NA,1979,4,20
1979-04-21,NA,NA,1979,4,21
1979-04-22,NA,NA,1979,4,22
1979-04-23,NA,NA,1979,4,23
1979-04-24,NA,NA,1979,4,24
1979-04-25,NA,NA,1979,4,25
1979-04-26,NA,NA,1979,4,26
1979-04-27,NA,NA,1979,4,27
1979-04-28,NA,NA,1979,4,28
1979-04-29,NA,NA,1979,4,29
1979-04-30,NA,NA,1979,4,30
1979-05-01,NA,NA,1979,5,1
1979-05-02,NA,NA,1979,5,2
1979-05-03,NA,NA,1979,5,3
1979-05-04,NA,NA,1979,5,4
1979-05-05,NA,NA,1979,5,5
1979-05-06,NA,NA,1979,5,6
1979-05-07,NA,NA,1979,5,7
1979-05-08,NA,NA,1979,5,8
1979-05-09,NA,NA,1979,5,9
1979-05-10,NA,NA,1979,5,10
1979-05-11,NA,NA,1979,5,11
1979-05-12,NA,NA,1979,5,12
1979-05-13,NA,NA,1979,5,13
1979-05-14,NA,NA,1979,5,14
1979-05-15,NA,NA,1979,5,15
1979-05-16,NA,NA,1979,5,16
1979-05-17,NA,NA,1979,5,17
1979-05-18,NA,NA,1979,5,18
1979-05-19,NA,NA,1979,5,19
1979-05-20,NA,NA,1979,5,20
1979-05-21,NA,NA,1979,5,21
1979-05-22,NA,NA,1979,5,22
1979-05-23,NA,NA,1979,5,23
1979-05-24,NA,NA,1979,5,24
1979-05-25,NA,NA,1979,5,25
1979-05-26,NA,NA,1979,5,26
1979-05-27,NA,NA,1979,5,27
1979-05-28,NA,NA,1979,5,28
1979-05-29,NA,NA,1979,5,29
1979-05-30,NA,NA,1979,5,30
1979-05-31,NA,NA,1979,5,31
1979-06-01,NA,NA,1979,6,1
1979-06-02,NA,NA,1979,6,2
1979-06-03,NA,NA,1979,6,3
1979-06-04,NA,NA,1979,6,4
1979-06-05,NA,NA,1979,6,5
1979-06-06,NA,NA,1979,6,6
1979-06-07,NA,NA,1979,6,7
1979-06-08,NA,NA,1979,6,8
1979-06-09,NA,NA,1979,6,9
1979-06-10,NA,NA,1979,6,10
1979-06-11,NA,NA,1979,6,11
1979-06-12,NA,NA,1979,6,12
1979-06-13,NA,NA,1979,6,13
1979-06-14,NA,NA,1979,6,14
1979-06-15,NA,NA,1979,6,15
1979-06-16,NA,NA,1979,6,16
1979-06-17,NA,NA,1979,6,17
1979-06-18,NA,NA,1979,6,18
1979-06-19,NA,NA,1979,6,19
1979-06-20,NA,NA,1979,6,20
1979-06-21,NA,NA,1979,6,21
1979-06-22,NA,NA,1979,6,22
1979-06-23,NA,NA,1979,6,23
1979-06-24,NA,NA,1979,6,24
1979-06-25,NA,NA,1979,6,25
1979-06-26,NA,NA,1979,6,26
1979-06-27,NA,NA,1979,6,27
1979-06-28,NA,NA,1979,6,28
1979-06-29,NA,NA,1979,6,29
1979-06-30,NA,NA,1979,6,30
1979-07-01,NA,NA,1979,7,1
1979-07-02,NA,NA,1979,7,2
1979-07-03,NA,NA,1979,7,3
1979-07-04,NA,NA,1979,7,4
1979-07-05,NA,NA,1979,7,5
1979-07-06,NA,NA,1979,7,6
1979-07-07,NA,NA,1979,7,7
1979-07-08,NA,NA,1979,7,8
1979-07-09,NA,NA,1979,7,9
1979-07-10,NA,NA,1979,7,10
1979-07-11,NA,NA,1979,7,11
1979-07-12,NA,NA,1979,7,12
1979-07-13,NA,NA,1979,7,13
1979-07-14,NA,NA,1979,7,14
1979-07-15,NA,NA,1979,7,15
1979-07-16,NA,NA,1979,7,16
1979-07-17,NA,NA,1979,7,17
1979-07-18,NA,NA,1979,7,18
1979-07-19,NA,NA,1979,7,19
1979-07-20,NA,NA,1979,7,20
1979-07-21,NA,NA,1979,7,21
1979-07-22,NA,NA,1979,7,22
1979-07-23,NA,NA,1979,7,23
1979-07-24,NA,NA,1979,7,24
1979-07-25,NA,NA,1979,7,25
1979-07-26,NA,NA,1979,7,26
1979-07-27,NA,NA,1979,7,27
1979-07-28,NA,NA,1979,7,28
1979-07-29,NA,NA,1979,7,29
1979-07-30,NA,NA,1979,7,30
1979-07-31,NA,NA,1979,7,31
1979-08-01,NA,NA,1979,8,1
1979-08-02,NA,NA,1979,8,2
1979-08-03,NA,NA,1979,8,3
1979-08-04,NA,NA,1979,8,4
1979-08-05,NA,NA,1979,8,5
1979-08-06,NA,NA,1979,8,6
1979-08-07,NA,NA,1979,8,7
1979-08-08,NA,NA,1979,8,8
1979-08-09,NA,NA,1979,8,9
1979-08-10,NA,NA,1979,8,10
1979-08-11,NA,NA,1979,8,11
1979-08-12,NA,NA,1979,8,12
1979-08-13,NA,NA,1979,8,13
1979-08-14,NA,NA,1979,8,14
1979-08-15,NA,NA,1979,8,15
1979-08-16,NA,NA,1979,8,16
1979-08-17,NA,NA,1979,8,17
1979-08-18,NA,NA,1979,8,18
1979-08-19,NA,NA,1979,8,19
1979-08-20,NA,NA,1979,8,20
1979-08-21,NA,NA,1979,8,21
1979-08-22,NA,NA,1979,8,22
1979-08-23,NA,NA,1979,8,23
1979-08-24,NA,NA,1979,8,24
1979-08-25,NA,NA,1979,8,25
1979-08-26,NA,NA,1979,8,26
1979-08-27,NA,NA,1979,8,27
1979-08-28,NA,NA,1979,8,28
1979-08-29,NA,NA,1979,8,29
1979-08-30,NA,NA,1979,8,30
1979-08-31,NA,NA,1979,8,31
1979-09-01,NA,NA,1979,9,1
1979-09-02,NA,NA,1979,9,2
1979-09-03,NA,NA,1979,9,3
1979-09-04,NA,NA,1979,9,4
1979-09-05,NA,NA,1979,9,5
1979-09-06,NA,NA,1979,9,6
1979-09-07,NA,NA,1979,9,7
1979-09-08,NA,NA,1979,9,8
1979-09-09,NA,NA,1979,9,9
1979-09-10,NA,NA,1979,9,10
1979-09-11,NA,NA,1979,9,11
1979-09-12,NA,NA,1979,9,12
1979-09-13,NA,NA,1979,9,13
1979-09-14,NA,NA,1979,9,14
1979-09-15,NA,NA,1979,9,15
1979-09-16,NA,NA,1979,9,16
1979-09-17,NA,NA,1979,9,17
1979-09-18,NA,NA,1979,9,18
1979-09-19,NA,NA,1979,9,19
1979-09-20,NA,NA,1979,9,20
1979-09-21,NA,NA,1979,9,21
1979-09-22,NA,NA,1979,9,22
1979-09-23,NA,NA,1979,9,23
1979-09-24,NA,NA,1979,9,24
1979-09-25,NA,NA,1979,9,25
1979-09-26,NA,NA,1979,9,26
1979-09-27,NA,NA,1979,9,27
1979-09-28,NA,NA,1979,9,28
1979-09-29,NA,NA,1979,9,29
1979-09-30,NA,NA,1979,9,30
1979-10-01,NA,NA,1979,10,1
1979-10-02,NA,NA,1979,10,2
1979-10-03,NA,NA,1979,10,3
1979-10-04,NA,NA,1979,10,4
1979-10-05,NA,NA,1979,10,5
1979-10-06,NA,NA,1979,10,6
1979-10-07,NA,NA,1979,10,7
1979-10-08,NA,NA,1979,10,8
1979-10-09,NA,NA,1979,10,9
1979-10-10,NA,NA,1979,10,10
1979-10-11,NA,NA,1979,10,11
1979-10-12,NA,NA,1979,10,12
1979-10-13,NA,NA,1979,10,13
1979-10-14,NA,NA,1979,10,14
1979-10-15,NA,NA,1979,10,15
1979-10-16,NA,NA,1979,10,16
1979-10-17,NA,NA,1979,10,17
1979-10-18,NA,NA,1979,10,18
1979-10-19,NA,NA,1979,10,19
1979-10-20,NA,NA,1979,10,20
1979-10-21,NA,NA,1979,10,21
1979-10-22,NA,NA,1979,10,22
1979-10-23,NA,NA,1979,10,23
1979-10-24,NA,NA,1979,10,24
1979-10-25,NA,NA,1979,10,25
1979-10-26,NA,NA,1979,10,26
1979-10-27,NA,NA,1979,10,27
1979-10-28,NA,NA,1979,10,28
1979-10-29,NA,NA,1979,10,29
1979-10-30,NA,NA,1979,10,30
1979-10-31,NA,NA,1979,10,31
1979-11-01,NA,NA,1979,11,1
1979-11-02,NA,NA,1979,11,2
1979-11-03,NA,NA,1979,11,3
1979-11-04,NA,NA,1979,11,4
1979-11-05,NA,NA,1979,11,5
1979-11-06,NA,NA,1979,11,6
1979-11-07,NA,NA,1979,11,7
1979-11-08,NA,NA,1979,11,8
1979-11-09,NA,NA,1979,11,9
1979-11-10,NA,NA,1979,11,10
1979-11-11,NA,NA,1979,11,11
1979-11-12,NA,NA,1979,11,12
1979-11-13,NA,NA,1979,11,13
1979-11-14,NA,NA,1979,11,14
1979-11-15,NA,NA,1979,11,15
1979-11-16,NA,NA,1979,11,16
1979-11-17,NA,NA,1979,11,17
1979-11-18,NA,NA,1979,11,18
1979-11-19,NA,NA,1979,11,19
1979-11-20,NA,NA,1979,11,20
1979-11-21,NA,NA,1979,11,21
1979-11-22,NA,NA,1979,11,22
1979-11-23,NA,NA,1979,11,23
1979-11-24,NA,NA,1979,11,24
1979-11-25,NA,NA,1979,11,25
1979-11-26,NA,NA,1979,11,26
1979-11-27,NA,NA,1979,11,27
1979-11-28,NA,NA,1979,11,28
1979-11-29,NA,NA,1979,11,29
1979-11-30,NA,NA,1979,11,30
